・このSSは,静・ジョースターの奇妙な日常
静,ねえ、双馬食わないの？食わないんならあたし食うわよ？
双馬,ちょっと待て。僕も腹減ってるのは同じだ……少し調べさせろ
純,？……なんかアンタ、いきなり慎重になってない？さっきまでは私なんかよりよっぽど罠否定派だったじゃん？
那由他,美味しいですよ？お兄さま。あたし西洋料理なんてあまり食べませんけど……
双馬,……特に変わった記述は無い、か……
静,食べて大丈夫そう？
双馬,ああ。おそらく……いや、大丈夫だな。……僕の思い過ごしか。！……確かにこれは……美味いな
静,でしょーッ？
双馬,ふむ……やはり考え過ぎだったか。確かにあのもやはスタンドなのかもしれんが、この店は……普通の店のようだな
純,まあ、それならそれで料理を楽しみましょう。遭難しかけるわ静が崖に落ちかけるわで私お腹ペッコペコだわ。空腹にバジルソースが染みるゥ～～ッ
静,双馬のペーパー・バック・ライターで何も見つからないならマジよね
双馬,ああ。僕は自分の能力を信じている。……しかし……だからこそ、気になるな……
那由他,……えっと、何が……ですか？
双馬,……。……あのメイド……本日のメインと言ったんだ
那由他,……
純,……えっと……それが？
静,！……メイン？
双馬,……聞いていなかったのか？静？
静,腹減ってぼーっとしてた。あの匂いは反則よマジで
那由他,！……あ、ああ！そういう……！
純,え？……え？？何？何の話？
静,純～～ッ、アンタお店でイタ飯とかフランス料理とか食べたこと……あ、ゴメン。……無いんだっけ？
純,無いわね。基本的にはコンビニ弁当ばっか食ってたわ。カネ払って高いモン食うとかバカのやる事って思ってた。……今日から考え改めようかな
静,なら教えてあげるけどね……メインの料理って、一番最初に出ないのよ
純,？……え、じゃあ何食うのよ？店行ったら肉が出てこないなんてさ？
静,前菜とかパスタとか、あとはまあドリンクとかさ……
純,回りっくどいわね。肉食いたい人はどうすんの？
静,さあ……コースじゃあなくって単品頼むんじゃあない？
双馬,……皿なんかに何も不審な記述が無い分、逆に気になる……何故あのメイドは、料理を出す順番を間違えたんだ？
那由他,……
静,……採れなかったんじゃあないの？ほら、言ってたじゃん。その日に採れた食材を使ってるから、毎日同じ料理を出せないって……
双馬,野菜一つすら採れなかったのか？店出来ないだろうそれじゃあ
那由他,い、忙しくって間違えちゃったんじゃあないですか？
双馬,……僕らの他に客はいないんだ。忙しいようには……見えないがな。……料理は美味い……これはマジだ。しかし……立派な店ならば、こんな初歩的なミスをするだろうか？まるで……
静,……何よ、双馬
双馬,……まるで、料理店のマネをしているだけ……にも、見えないか……？
純,……
那由他,……
双馬,そう考えると妙にハッキリしてくるぞ……思えば何故、この店はこんなにも狭いんだ？テーブル一つにイスが4つしか無いぞ。何故レジが無い？何処で金を払えばいいんだ。何故この店には看板も名前を表すようなものも無いんだ？外に何もかかってなかった。それに……メイドだ。なんでメイド服なんだ？
純,考えすぎだって、笑い飛ばしたらダメか？双馬ァ。私も疑ってかかってたけどさ、美味しかったらなんでもいいわよ
那由他,そうですよ。お兄さまのスタンドでも、おかしな所は見当たらなかったのでしょう？
双馬,……
静,そんなに気になるならさァ～～ッ、聞いてみたらいいじゃん。どーせ出し忘れただけだって！料理の順番逆になっちゃったけどさァ～～、今から前菜出してもらおうよ。それで解決。ねっ？
双馬,……
那由他,……
純,……
静,すみませーん……あの、メイドさーん……？。！？なッ……！！。て、きッ……！？テメェーッ新手の敵スタンド使いかぁ――ッ！？。！！うっ？。……ッぶねーわねッ！切れたッ！ほっぺた少し切れたわよッボケッ！。……！？。！！――純！双馬！那由他ちゃん！敵よッ！コイツやっぱり！敵だったわァ――ッ！！
純,ゲエ――ッ！！
