戦士♂,そうだ。お前はひのきのぼうだ
竜王,こやつ。見かけよりも丈夫なことよ。予想に反して粘りおる。致命的な一撃を加えても、二撃目の直前、回復呪文で生傷を癒されてしまう。しかも呪文の度に費やしているはずの魔力も、まるで底が見えぬ。一体その身に、どれだけの歳月の瞑想、精神修養をかけたというのだ……。ククク。だが。いかに持久戦に持ち込もうとも、攻撃手段がただ棒を突くだけではな。！？。左脚に違和感が――。こ、こやつ！。一点を集中して攻撃している……！？
僧侶,ハァ……ハァ……。うわっ！ぐうっ……！。ハァ……ハァ……よし……。つま先にヒビが入ってきた。もう一息だっ
竜王,……我を足元から切り崩そうというのか。馬鹿な。この小僧は、本気で我を討つつもりでいるのか？
僧侶,！片ひざをついた！？。うわあっ！。……ハァ……ハァ……も、もう少しだ……。！？。まだだよ。僕にはこの、まほうのせいすいがある。本当は勇者に渡したかったけど、もう勇者はここにはいない。ここで無駄になるぐらいなら、僕が使う！。少しだけでも魔力を回復して……僕にできることをまっすぐ貫くんだ！。このひのきのぼうのように！
竜王,させん！
僧侶,かっは！げぼっ
竜王,直撃した！手ごたえあり！。……！？まだ息があるのか！？
僧侶,うぐ……まだ……。あれ？。身体に魔力が満ちてくる……！
竜王,……エルフの飲み薬！？そのような希少なアイテムを持っていようとは。迂闊だった。奴の所持品にまでは、眼を通していなかったか。だが……どうやら他の道具は何も持っていないようだな。残った物は、粗末な衣服に、革製の帽子に……ヒノキの棒。ふん、手間をかけたことすら下らぬ。何ら恐るるに足らんではないか
僧侶,まだ……まだまだ行ける！行くぞっ、竜王！
竜王,恐るるに……足らん！！。もう。どれほどの時が経った。なぜ。こやつは倒れん
僧侶,ハァ……ハァ……やああっ！
竜王,いくら魔力が回復しても、いくら回復呪文を重ねがけても。心身に溜まる疲労は限界のはずだ。それがなぜ幾度も立ち上がり、向かってくる。勝ち目がないにも関わらず――
僧侶,やああっ！
竜王,一体何が。この小僧をここまで駆り立てるのだ。この小僧を突き動かしている欲は何なのだ。知りたい。知らねばならぬ
僧侶,……動きが鈍くなった？。！赤い眼が光ってる！。僕の……情報を探ろうとしている……？
竜王,！――この小僧はっ！。名誉も金も、愛すら求めてはいない。……信じられぬ……この小僧は俗世に塗れながら。欲が……ないに等しい。先刻この小僧は、自身は満ち足りていると口走ったが。決して虚言ではなかった。この小僧は、その恵まれぬ境遇の中で……。あらゆることに満足し、とりとめのない些事に幸福を覚えてきたのだ。そして……愚直に、己の信ずる道を歩んできた。後先も考えず、ただ愚直を貫き……。こうして今、我の前に立っている。――この小僧は、我にあらがうに差し当たって。世の平和秩序のためなどといった、特別な大義を負っているわけではない。盲目的な義務感、傀儡的な使命感を抱いているわけでもない。この絶望的な状況から、自暴自棄になっているわけでもない
僧侶,……よし
竜王,こやつは。自身の意志で、ただこの場にて良かれと感ずる行為を推し進めているに過ぎん。先々の帰結を主体としておらぬのだ。重きを置くは、むしろ眼前の指針。奴の胸中は当面、勇者に真実を伝えるのみに在り、他意はまるで何もない。良かれと思い、目標を逐一見定め、それに向け愚直に走っているに過ぎん。愚直に……
僧侶,！。……えっ？
竜王いくら探り歩いても、魔界樹の,根
竜王,旅のとびら
僧侶,……。…………。竜王。ありがとう。お前は僕のことを分かってくれた、最後の理解者だよ。こんな僕を分かってくれて、ありがとう。これだけを、死ぬ前に言っておきたかった。違うよ。死ぬ前にっていうのは、僕がだけじゃない。お前もだよ。ここから出られないんなら、目的を変える。お前と、魔界樹を倒す。倒すのは無理だったとしても、手負いにする。少しでも、後に戦う勇者たちが楽になるように。お前はそうかもしれないけど。魔界樹は勝手が違うかもしれない。最初からもしかしたら、って思ってたんだ。僕を頑なに、扉の先――魔界樹の間に通させないのは、何か理由があるかもって。例えば、今なら小さなダメージでも、後々の再生に影響してしまうから、とか。ね。そんな可能性も考えたら、戦うことに意味はある。僕は確かにもうボロボロで、いま立っているのもきついけど。眠りにつくのは、本当に指一本動かせなくなったときだ。僕は最期の最後まで、自分ができることを貫くよ
竜王,なぜだ。なぜ折れぬ。この何の能力もない、ヒノキの棒が。幾度も我の外皮を突いてるにも関わらず、へし折れぬ。幾度も火炎を浴びせているにも関わらず、燃え尽きぬ。折れぬ。ただの棒きれが、折れぬ。たかがヒノキの棒の分際で。――我に向かってくる！。折れぬ。折れぬ！！
僧侶,やああっ！
竜王,――この泥沼の戦いの中で――。――小虫が大樹の葉を食むがごとく――。じわじわと――。しかし確実に――。我の生命が削られつつある――！！
僧侶,ハァ……ハァ……。やっと……膝をつかせたぞ……これで頭に届く……！。うああああっ！。げほっ、かはっかはっ。フバーハもピオリムも効果がきれてた……きつい一撃だったな……。あ……今のでかわのぼうしが、完全に燃え尽きちゃった……
