理事長,音ノ木坂を廃校にします
海未,む…、やはりヒデコは勘が良いですね。そう、私はそれを疑っているのです。フルカウント、そして満塁。私たちが想定した前提条件が、そもそも間違っていたのではないかと…
フミコ,……それか、他にも条件がある。とか
海未,……なるほど
ミカ,もしそうだったら、ヤバくない？
海未,ええ、致命的です。綺羅ツバサは絶好調。大量得点は望めない。この状況下で優木あんじゅに好きに打たせたのでは…絶対に勝てない
ミカ,そしたら…穂乃果は…
海未,……っ
フミコ,わかった。次の優木さんの打席までに、私たちも条件を考えてみるよ
ミカ,うん、任せといて！こういう時のための私たちだよ！
ヒデコ,よーし、フミコ！ミカ！私らヒフミトリオの見せ場だよ！
海未,三人とも…お願いします！！
穂乃果,さあさあ、攻撃かけてこう！ツバサさんのボールはやっぱり凄いけど、同じ高校生なんだから打てないはずないよっ！
花陽,そ、そうだよねっ！頑張って食らいついていかなきゃ！
真姫,…こういう時に辛辣ちんにしたらどうなるのかしら
花陽,あっ
絵里,ちょ、真姫…花陽にスカウター眼鏡をかけさせたら…
花陽,54802…まーたツバサさんの野球力が上がってるよ。はぁ…私たちなんかゴミ虫だよ…。たった９匹のアリが恐竜に勝てると思う方が間違ってたんだよ…
真姫,ね、ネガティブちんになった…
凛,凛はこっちのかよちんもそそるにゃー
ことり,10000以上を計測しても割れなくなったんだね？
真姫,西木野グループの技術力で改良したのよ
絵里,もう、遊んでないで真面目にやるわよ？さて…先頭は希よ！頑張ってね！
にこ,……今日は四番はアンタでしょ？
絵里,そ、そうだったわ！
にこ,…ねえ真姫ちゃん、なんで絵里の出囃子をあんな感じの曲に？
真姫,え？絵里ってあんな感じじゃない？作詞は海未だけど
海未,私も絵里はあんな感じだと思いますが…
にこ,……ま、ピッタリよね
英玲奈,さて、絢瀬絵里。走攻守に優れたオールラウンダー、ロシア打法で精神面の隙も克服している。要警戒打者の一人だ
絵里,しまった。慌てて出てきたからロシア語を調べてこなかったわ…。で、でもロシア打法を使ってる風に見せないと、統堂さんは必ずその隙を突いてくる…！。……マトリョーシカ
英玲奈,ふむ、ロシアだな
ツバサ,英玲奈英玲奈、何投げよっか？。ふーん？ま、高坂さん以外は任せるわ
絵里,速いカーブ！でもボールね。え、今のストライク？
ツバサ,はは、ラッキー。この審判ヘタクソね
英玲奈,今日の球審は外のゾーンがやたらと広い。有効に活用させてもらおう
絵里,えっと…。……ペレストロイカ
英玲奈,モスクワの風を感じる…引き続き、要警戒だ
ツバサ,パームね～、了解っ
絵里,甘い球…？あ、違うパームだ！
英玲奈,あからさまな釣り球に手を出した？……まさか
絵里,ま、まずいわ。統堂さんが疑いの目を向けてきてる。ロシア感を出さなきゃ…ロシア感。ペリメニ
英玲奈,…ロシアなのか？
絵里,ボルシチ、ピロシキ
英玲奈,なんだか、浅くないか？
絵里,は、ハルルァセォォォオ！！
英玲奈,む、発音が良い。やっぱりロシアだ…
ツバサ,ストレートね。オッケー、三球勝負は大好きよ
絵里,亜里沙の発音をマネてみたけど…っいうか私、何してるのかしら…集中しな…きゃっ…！
ツバサ,わっ
英玲奈,しまった…ライト！……っ、ヒットか
穂乃果,ぅ絵里ちゃんやったー！！！
にこ,初ヒット出たわね！！！
海未,同じ高校生同士、いつまでもノーヒットが続くはずがありません！
あんじゅ,ツバサからヒットを…絢瀬絵里！
絵里,残念、私は足が速いの。ライトゴロなんかにはならないわ。あなたと違ってね？
あんじゅ,この…！
にこ,来た、弱点その3！新井監督のワンポイントリリーフ！
海未,二塁手の田中さんがリリーフ、綺羅ツバサはそのままセカンドに入るようですね
ことり,けど、田中さんって…
穂乃果,あの怖い寺生まれの人だよね？
田中,般若心経般若心経…
凛,相変わらずキてるにゃー…
真姫,希、打てるの？
希,うう…怖い…怖い…
真姫,ちょ、希！？対策したんじゃなかったの？
絵里,希ぃぃ！！
穂乃果,あ、絵里ちゃんがタイムをとってベンチに戻ってきたよ。トイレ？
絵里,違うわ、穂乃果。今日のためにね、希と二人で田中さん対策をしてきたの
にこ,た、田中さん対策！？って何よ！
絵里,タイムの時間は限られてる！説明してる暇はないわ！これを使うのよ！！
凛,な、なんか神社で見たことあるワサワサしたのと鈴のやつ！
海未,御幣と神楽鈴ですね
絵里,希に秘められたスピリチュアルパワーを解放するわ！かぁしこみかしこみぃ！！！！
希,う、うわぁああ！！！スピリチュアル！！！
審判,ランナー、遊んでいないで早く塁に戻りなさい。遅延行為と見なしますよ
絵里,あっ、す、すみません！戻ります！希、頑張ってね！
穂乃果,絵里ちゃんがよくわからない儀式をやった挙句、審判に怒られて塁に帰って行ったよ…
海未,希…、希？大丈夫ですか？
希,ふ、ふふふ…。ウチを上回る霊格を持つ寺生まれ田中さんに対抗するための手段、それは…。ウチ自身が大明神になる事や
ことり,えぇ…
海未,東照大権現？
にこ,大明神なのか大権現なのかはっきりしなさいよ
花陽,えっ……希ちゃんの野球力が消えた！
凛,違うよかよちん、今の希ちゃんの野球力は凛たちとはランクが違う、だから計る事ができないんだよ…
真姫,ねえ、ノリで喋るのやめなさいよ
希,ま、とにかく打ってくるよー
穂乃果,頑張れ希ちゃん！！
希,さあ来いっ！
英玲奈,……東條さん。その構えは神主打法だろうか？
希,ん、そうだよ
英玲奈,君のオカルト打法は故人に限るのだろう？落合博満氏は存命だが…
田中,一切苦真実不虚故説般若波
希,そこはもうね、ウチ大明神やから。フレキシブルに対応していくことにしたん…よっ！！！
ツバサ,うわ、すごい当たり
英玲奈,…っ、やられたな
穂乃果,すごいよ希ちゃんんん！！！
凛,やったにゃああああ！！！！！
ことり,かっこいいっ！！
海未,やりましたね希っ！
絵里,希っ！ハイタッチ！
希,絵里ち！
海未,落ち着いて、見極める…。よし、全く見えないわけでもない。150キロマシンでの練習、無駄ではなかったようですね
ツバサ,ちぇ…
英玲奈,ここで四球か。新井監督も余計なリリーフを出してくれた…せっかく最高潮だったツバサのテンションがガクリと落ちてしまっている…
ことり,花陽ちゃん！がんばって！
にこ,花陽！甘い球が来たら積極的に叩いていきなさい！
花陽,よし、頑張りますっ…！
