・一日一ストーリー,全部で九つ
真姫,そう、色々とね。まず最初の原因はあの電話だけど…
凛,アイドルかー懐かしいね！
希,ウチらもよくやったなぁユニットで
海未,あなたたち練習で遊んでた記憶しかないんですが…
希,それは海未ちゃんの記憶が悪いんよ？なあ？凛ちゃん
凛,うん！
穂乃果,私たちのユニットはいつものほほんとしてたね
花陽,はい！おやつ食べたり色々お話したり！
ことり,精一杯曲のイメージ考えて真姫ちゃんに作曲頼みに行ったね♪
穂乃果,うんうん！
絵里,私たちもあったわね～…色々と
にこ,そ、そうね！
真姫,あ、あ～懐かしいわね
絵里,そういえばことりは海外で働いてるのよね？大丈夫なの？
ことり,うん！いつもは熱心に働いてる分休みもばっちり！
絵里,おお…
凛,海外なんてすごいよね～りん…私にはさっぱりだよ
希,なるほど、凛ちゃんは一人称に苦戦してるんやね
凛,なんかクセで…
ことり,でもこっちでも結構話題になってたよ？μ’sのBiBiが復活だって
希,あー海外でもライブしたもんね
ことり,そうそう！μ’sを好きな人は今になっても覚えててくれててね！
花陽,そう聞くと嬉しいですね…！
穂乃果,やっぱりμ’sってすごいんだねぇ…
絵里,まぁ私たちの奇跡だものね
穂乃果,昔も色々あったけどやっぱり今が一番だよね！
にこ,ええ、そうね今が一番よ
絵里,ええ！
凛,今のカラオケってμ’sの曲あるの？
花陽,はい！もちろんありますよ！
凛,じゃあ今度歌いにいこっか！
穂乃果,みんなで？
凛,うん！
希,お、楽しそうでいいやん！
真姫,まぁいいんじゃない？
穂乃果,あ、そろそろ頼んでた料理とかくるっぽい！テーブル片付けよ！
にこ,はぁ……
真姫,どうしたの？
にこ,ちょっとね、家に帰ったら話すわよ
真姫,分かったわ
穂乃果,ほぉら！にこちゃんはやくそこ開けてって！
にこ,はいはいわかったからそんな急がない
絵里,え？あ、はいそうですよ
真姫,それはどうも…
にこ,？。ねぇ真姫ちゃん
真姫,なに？
にこ,今更なんだけどさこんなこと、してよかったのかな
真姫,もしもテレフォンのこと？
にこ,そうよ
真姫,…正直悪いことよね、誰も自力じゃ渡れないような崖を自力で渡ろうとしてる人がいる片隅で私たちは空を飛んでそこを越そうとしてるようなものだもの。悪行…ではないけど限りになくそれに近いもの
にこ,…そうよね
真姫,急にどうしたの？
にこ,なんかμ’sのみんなの話実際に聞いてて思ったのよ。μ’sは私たちの奇跡とかここまで人気が出るとは思わなかったとか言うけどさ私たち奇跡を魔法みたいなもので起こしてるのよ。努力も無しに、ね
真姫,………
にこ,練習はちゃんとやってるわ、真面目の真面目の大真面目。でもそうなるまでの過程が空っぽなのよ。…私ってアイドル続けていいのかな？
真姫,……それは私からは何も言えない
にこ,っ！。希…
希,引退
にこ,！
希,引退するしかないやん
にこ,はぁ！？いきなり現れて何言うのよ！
希,えりちもこの事知ったら悲しむよ？BiBiの人気の原因の裏にはこういうことがあったなんて知ったら
にこ,っ……
希,もう正直ウチはにこっちのことを友人だなんて見てない、μ’sのメンバーとしても思いたくない
にこ,…は？
希,だってそうやん、夢を楽に叶えられるとしてそんなモノに頼るなんて幻滅なんて言葉じゃ全然足りないよ
にこ,………
希,にこっちが良くてもウチはよくない、とりあえずえりちにはやめさせるよ
にこ,！
希,今崩壊を恐れたやんね？BiBiが無くなっちゃう、アイドルが出来なくなっちゃう。当たり前やん、こんなズルして終わり方なんて選べるはずないやん
にこ,…っ！
希,因果応報、罰の全ては元となるモノに回帰する。にこっち、早く目を覚ました方がいいよ？
にこ,っうるさいわね！さっきからなんなのよ！。あんたに何が分かるのよ！。平凡を憧れる何もないあんたに何が分かるのよ！
希,だからといってそういうことをしていいってことにはならないやんな？。正直いって惨めやで？にこっちも落ちるところまで落ちぶれてしまったんやね…
にこ,っ！！！。うるさい！うるさい！！！。消えてしまえ！！あんたなんか友達でもなんでもないわよ！！！
希,あーそれさっきウチ言ったやん、むしろそれで友情崩れないなんてどんだけのことしてるんだか。あ、真姫ちゃんとにこちゃんなら大丈夫かもやんね？。……いずれにせよ早く目を覚ましてやにこっち
にこ,こいつ……！。ころし…。…？。！！
真姫,さっきから誰と話してるの？！
にこ,あ、え…わ、私…。あえ…私何して…
真姫,さっきから一人で怒鳴ったり何言ってるのよ！おかしくなったと思ったじゃない！
にこ,ご、ごめん…。！
真姫,やめてよ…私までおかしくなりそうだったじゃない…
にこ,うぅ…うわあああああああああああん！！！
真姫,え、ちょっ泣かない！せめて泣くなら家で泣きなさい！
にこ,さっき泣いてたくせにぃ…
真姫,うぇ？！それは仕方ないでしょ！。とにかく家まで行くわよ、おんぶしてあげるから。よいしょ…。よしっ行くわよ！
にこ,………
真姫,………
にこ,私ね、幻覚を見てたみたいだわ…
真姫,そのようね…
にこ,希からボロクソに言われたわ…ズルしてるのにアイドル続けていいわけがないってさ
真姫,………
にこ,私ね、悔しいのよ…
真姫,悔しい？
にこ,私が悪いのに…いや私にしか非が無いのに希のせいにして、しかも友達じゃないとまで言って…。……それにとんでもないこと言おうとしてたわ、言ってはいけないこと。これが私の本性だったんだって思ってさ…。私ずっと前から思ってたのよ
真姫,なに？
にこ,この世界って私が望んだ世界なんだよね？
真姫,そうだけど…
にこ,これ……
真姫,ん…にこちゃんダンスで失敗したけど頑張ってほしい…？。これが何？
にこ,その下よ
真姫,失敗したときのにこちゃんの顔すごく可愛かった、ダンス失敗しないアイドルなんていないわな、緊張してたんだと思う仕方ない
にこ,…以下見てもられば分かる通り私の擁護祭りよ。他探したけど前の時みたいに批判が全くない。それはただ単に批判してる人がホントにいないのか、それとも私たちのファンが批判してる連中を片っ端から潰してるのか。どちらにせよ普通は批判されるものだと思わない？
真姫,…まぁね
にこ,誰もこんなことしてくれなんて頼んでないのよ…
真姫,なるほどね
にこ,正直ね…気が狂いそうなのよ。さっきの打ち上げといい希の幻覚といいもう何もしたくないのよ…。！！
穂乃果,にこちゃん！そんなこと続けちゃダメだよ！
にこ,穂乃果…？
穂乃果,やめよう？。私たちがやったアイドルってそんなものじゃないでしょ？
