喜多見柚,とやっ。と、っとっと
加蓮,もう、なんにも残っていない道。ずっと目を背けていた頃の私が通った道。あのね、Ｐさん。ありがとね。こんな私のワガママに……復帰見込みもないのにここにいさせてくれって言ったり、プロデューサーをやりたいって言ったり。そんなことにずっと付き合ってくれて
Ｐ,やめろ――
加蓮,それから、これが最期の"ごめんなさい"
Ｐ,やめろっ――
加蓮,Ｐさん、あの晩に言ったよね。また私のプロデュースをしたいって。……あはは……ごめんねっ！ちょっとそれ無理っぽい！もう、私――
Ｐ,やめろっ！！
加蓮,…………
Ｐ,はー、はー…………そういうの、やめろっ……まだ……まだ決まってねえんだろ！？また、元気になって、それから――
加蓮,…………
Ｐ,…………
加蓮,――なーんてねっ！
Ｐ,え……？
加蓮,そう簡単にぶっ倒れてたまりますか！今のは、あくまで保険みたいな物だよっ。ほら、病は気からって言うじゃん？ずっとへばったままだったから、ちょっと弱気になっただけなの
Ｐ,加蓮……？
加蓮,Ｐさんもそういうことない？ひどい風邪を引いて、もう何日も寝込んじゃった時にさ。もしかしたらこのまま……とか想像しちゃうの。それとおんなじだよ。ちょっと弱気になっちゃっただけ。だから予防線を張っちゃった。あーあ、駄目だなー私。奈緒や柚と約束してるのにね。病気を治してアイドルに、って。もちろんＰさんともね！って、Ｐさんのは約束じゃないっか。なんだろ。信頼？期待？。そんなのかけられちゃったらもう応えるしかないよね。期待に応えてこそ、アイドルだもん！
Ｐ,加蓮…………
加蓮,だから、今のは忘れて――。…………。…………。…………うん。正直なことを言うね。予感はしてる。でも、大丈夫だって想いが同じくらいあるよ。こういう時、熱血キャラなら大丈夫だって強く思って乗り越えたりするのかな……。でも私、そーいうキャラじゃないから。もしも……を考えて、動いてる感じ。そういうのがプロデューサーかな、って。だから今のは、ぜんぶ"もしも"の話。保険みたいな物だよ
Ｐ,…………じゃあ……今すぐいなくなる訳じゃ……ないんだよな？。それが決まっている訳じゃ、ないんだよな？
加蓮,うん。それは絶対に。嘘じゃない。……信じて
Ｐ,……分かった
加蓮,ありがとっ
Ｐ,俺こそありがとう、加蓮。本音を言ってくれて
加蓮,……えー？分かんないよ？もしかしたらぜんぶ大嘘かもしれないし
Ｐ,馬鹿言え、これだって元担当で現上司だ。加蓮がこういう時に嘘をつかない奴だってことくらい知ってるよ
加蓮,そっか
Ｐ,とりあえず……とりあえず病院は行くぞ。そんだけフラフラになってプロデューサーも何もあるか。お前が嫌だと言っても担いで行くからな
加蓮,はーい。でも入院だけはやらないからね。ホントにそんなヒマないんだから……
Ｐ,……なぁ加蓮。このこと、柚には……
加蓮,…………迷ったんだけど……最初に話した時に、その、泣きそうな顔されちゃって……それから、まだ何にも話せてないの
Ｐ,そっか……
加蓮,やっぱちゃんと話さないといけないよね……いけないんだけど……。…………柚のあの怯えた顔、ちょっと見たくなくて……。話さないと、いけないんだけどさ……。柚、時間だよ
柚,え、もうそんな時間！？じゃー穂乃香チャン、この勝負は引き分けってことで！
穂乃香,ふふ。次まで持ち越しだね
柚,うんうんっ
穂乃香,準備は大丈夫？柚ちゃん
柚,オッケーオッケー！さーて、アタシのせくしーぼでーでみんなユウワクしてきちゃうよ！楽しみにしててね、加蓮サン！
加蓮,うんっ。私はついていけないけど……しっかり頑張ってきてね、柚
柚,もっちろん！加蓮サンは次のお仕事の計画立ててね。計画大作戦！なんてっ、あずきチャンのマネ～♪
加蓮,ホントそれお気に入りだね。じゃあ……穂乃香さん、柚をお願い
穂乃香,はい。行こ、柚ちゃん
柚,うん。えいっ
穂乃香,きゃ
柚,ささ、しゅっぱ～つ♪
加蓮,さて、打ち合わせまでに書類を片付けないと……Ｐさんも忙しいんでしょ？下手すると徹夜だーって言ってなかった？
Ｐ,おっとそうだった。いかんいかん
加蓮,……何ぼーっとしてんの？柚にでも見惚れた？それとも穂乃香さん？
Ｐ,違ぇよ
加蓮,ふふっ
Ｐ,ただ、ちょっと気になっただけだ。ほら、加蓮のこと……柚ちゃんには話したのか、って
加蓮,ああ……やっぱ駄目だよね、ちゃんと話さないと。……あの顔はホントに見たくなくて……でも、そういうことじゃないよね
Ｐ,時には傷つかないといけない時だってあるだろ。そして、それを乗り越えてこそ本当の信頼関係が築けるってもんだ
加蓮,そっかー……
Ｐ,お、今俺ちょっといいこと言った
加蓮,あははっ、さすがＰさん。じゃ、柚が帰ってきてから……うん、覚悟を決めなきゃ
Ｐ,おう。俺はまた加蓮がいらんことを言わんように見はっとくぞ
加蓮,えー何それ。もー。にしても……ねえＰさん……この部屋、なんか暑くない？
Ｐ,え？いや、何言ってんだ加蓮。クーラー２６度設定だぞ？むしろ少し肌寒いくらいで――
加蓮,だって、こんなに――。……あれ…………？
柚,……お邪魔しま～す。…………。……やほっ、加蓮サン。加蓮サンはねぼすけサンだな～。いつかアタシの家に来た時もそうだったっ。ぐーすか寝ちゃっててっ、ちょっと面白かった！。…………まだ、起きないのかな。そっか……。……早く起きて、そんで、病気なんて治しちゃって、アイドルやろうね！。早くしないとアタシ、どんどん先越しちゃうぞ～？ふふっ、今度はアタシが加蓮サンのプロデューサーだ！。…………。あ、そうだ！。これ、加蓮サンにプレゼント。フリルドスクエアのみんなで選んだの。時計っ。加蓮サン前に言ってたもん。今の時間がずっと続けばいい、ずっと続くんだ、って。時計がないと、時間が続いているか分かんないもんね！。あと、これ聞いてたら、早くやらないと！ってなって、加蓮サンも慌てて目が覚めるかなって。アタシも朝とかよくバタバタするんだ。お母さんにいっつも呆れられちゃう。加蓮サンもだね。ふふっ、やっぱりお揃いだ！。…………。加蓮サン。誕生日、オメデト。来年は……一緒に、ケーキ食べようねっ。あれっ？
