子供たちは口をそろえて言う。,将来は、あの組に入るんだ
山風,…………うぅ……
陽炎,……なんてこと……っ
暁,私たちの力を合わせても……レキュウダーには敵わないの……っ！？
清霜,諦めちゃダメだよっ！！まだ……、まだ……私たちには、あの人が居るじゃんか……っ！！
夕雲,あ、あの人……！？――ま、まさかっ！！
暁,こ、この声は……！！
雷,そうよ！私たちにはまだ……！
電,はわわっ！そうなのです！
響,…………あれは――っ！！
ナガモン,私を求める声がする……。私の名を呼ぶ、駆逐艦の声がするッ！！。――さぁ、悪の手先レキュウダーよっ！！駆逐艦の娘たちはやらせはせん！私と勝負だっ！！
レキュウダー,………………ッ！
ナガモン,ふんっ！そんな攻撃は私には効かんっ！。――うぉおおおお！ナガモン……パーンチッ！！
レキュウダー,………………ッ！！！
暁,す、すごい……！互角以上にやり合っているわ！！
雷,ナガモーンっ！がんばってー！
レキュウダー,………………っ！
ナガモン,むっ……！
吹雪,あ、危ないっ！秋月組は……っ
照月,ご、ごめんなさい……！もう……弾が……
ナガモン,――うわぁあああああ！！
清霜,そ、そんな……！ナガモンが！！
ナガモン,ぐぅ……！
レキュウダー,………………
白露,ナガモンがやられちゃうよ！
電,はわわ……！た、助けてあげないと……
響,ダメだっ！迂闊に近付いたら、私たちまで……！
陸奥,？
清霜,この声は……陸奥さんっ！
陸奥,？。？
ナガモン,――――ッ！！！。――うぉおおおおおおおおお！！！。――ナガモン……改・二ッ！！！
レキュウダー,………………ッ！！？
ナガモン,喰らえっ！！。――ナガモン……ビッグセブンパーンチッ！！！！！
レキュウダー,………………――ッ
清霜,す、すごいねナガモン！やっぱり強いんだ！
ナガモン,はははっ！当り前じゃないか！
皐月,わーっ！ナガモーン！
深雪,さすがだぜっ、ナガモン！
ナガモン,――まったく……！私の体は一つしかないのだぞ！……それっ！
暁,あっ、ナガモン待ってよっ！
ナガモン,はははっ、私はここだぞっ！さぁ……みんなで、共に行こうじゃないか……――！。――あの、暁の水平線に向かって！！
※今まで,暁が如く
・エキストラの皆さん,敬称略
・CM①,スクモ戦士・ナガモン
・CM②,MyOUKO-TANMENアシガラ
・CM③,ボーキ戦隊・クウボレンジャー
・CM④,パスタの国から
・CM⑤,グリーンリーフ探偵事務所
・CM⑥,ヒェーハウス・COｎGO弐番亭
・CM⑦,健康青汁～鹿島さんver～
・CM⑧,アイオワのテレビショッピング
・CM⑨,サーチ♥ライト
・CM⑩,メイド喫茶アガにゃん
・CM⑪,ウォースパイトの3分クッキング
・CM⑫,ボーキ戦隊・クウボレンジャー～裏切りのブラック～
長門,――ってドラマを作ってみたんだが……。どうだろうか、陸奥？
陸奥,ちょっと待って、ちょっと待って……。あ、頭の整理が追いつかないわ……。――えぇっと……。まず聞きたいんだけど、最後のは編集ミスかしら？十二話の後半だけど
長門,えっ？いや、編集ミスじゃないぞ
陸奥,じゃ、じゃあ最後のアレは何？
長門,ふふふっ！実はな、スクモ戦士ナガモンは私なのだ！
陸奥,そんなこと聞いてるんじゃないのよ。はっ倒すわよ。――というか、いつの間にこんなの撮ったのよ、CMとかまで作って……。私、全然気付かなかったわ……
長門,あぁ、陸奥にはバレないようにスケジュールを調整したからな
陸奥,えっ……なんでよ？
長門,まぁまぁ。それよりどうだろうか、面白かったか？
陸奥,ま、まぁ……。内容は色々と疑問はあるけど、いいんじゃないかしら。――ただ、最後に突然長門が出てくるのはなんなの？
長門,それはだな、話自体は秋雲に作ってもらったんだが、私の出番がなかったから付け足したんだ
陸奥,そ、そう……、まぁみんなが納得してるならそれでいいわ。あと、最後の私の声は……？
長門,あぁ、あれか！ふふっ、あれは私が陸奥の声を真似してみたんだ！どうだ、似ていなかったか？
陸奥,え、えぇ……。ちょっとビックリしたわ
長門,そうそう。だから、後で陸奥の声が欲しいって大淀が言ってたぞ
陸奥,…………そう。――……それで、これを私に見せたのはどうして？
長門,じ、実はだな……。これをぜひ放送したいと思って……
陸奥,……いいんじゃない？もちろん、提督の許可は貰ってるんでしょ？まったく、提督も私に秘密にしなくてもいいのに……
長門,いや……
陸奥,えっ？
長門,………………
陸奥,………………
長門,いや…………
陸奥,……ね、ねぇ、まさかとは思うんだけど――。む、無許可なの……？？
長門,――お願いだっ！秘書官である陸奥から、ぜひ提督に一緒にお願いしてくれっ！！
陸奥,ちょ、ちょっと待ってよっ！提督は今日出張から帰ってくるのよっ！？な、なんで許可も取ってないのにこんなこと……！
長門,い、いや、だって……。明石と大淀が……――。――って言ってて……。私もこんな大事になるとは……
陸奥,あの二人は暇だっただけでしょ……。てか、最後は貴女もノリノリじゃない。同罪よ
長門,で、でもどうだろうか？これを放送すれば、この鎮守府のアピールに……
陸奥,なんのアピールになるのよっ！？。――しまったわね……。提督が居ない分私がしっかりしなきゃと思って、あの二人を野放しにしちゃったわ……。今すぐ呼び出して――！……って、あの二人は今日休みを取ってたかしら。逃げたわね……、まぁいいわ。夕張と青葉を呼びましょ
長門,ちょ、ちょっと待ってくれ！その二人は……その……知らないんだ
陸奥,…………は？
