Turn1,愛神が生まれた日
ルルーシュ,どうしました？
ミレイ,途中で帰ってどうしたのよ？
ルルーシュ,すみません。急に体調を崩してしまって
ミレイ,そうなの？大丈夫？
ルルーシュ,はい。心配かけてすみません
ミレイ,なら良かった。そいえば、学園祭見に来てたんだって？
ルルーシュ,えぇ。良い歌でしたよ。裏であんなことしていたなんてビックリしました
ミレイ,えへへ！・・・でね！聞きたい事があるんだけどさ
ルルーシュ,なんですか？
ミレイ,ルルーシュって卒業後の進路どーするのかな？
ルルーシュ,進路・・・ですか・・・？。本音を言えば、昔からやりたい事はある。だが、踏み出す勇気がなかった
ミレイ,そそ。私も含めて皆はアッシュフォード大学に進学するって言ってたんだけど、ルルーシュの進路は聞いてなかったからさ
ルルーシュ,だけど・・・。オレは・・・。黒歴史はパワー。想いは力なんだ。力だ、力があれば・・・何にも屈しない力！退屈な日常から抜け出す力！自分を変える力！だから・・・！。オレは・・・進学せずに映画監督になろうと思っています
ミレイ,え、映画監督！？何があったの！？
ルルーシュ,オレは気づいた。日常生活で脳内妄想したキャラに一人でなりきるから恥ずかしい思いをするんだ。だったら、思い描いていた舞台を具現化して全員でキャラを演じれば良い。これでただの妄想が映画という芸術になる！オレの妄想を世界中に転送してやる！。それはいずれお話しますよ。でも、作りたい映画があるんです。そう、ずっと思い描いてきた事を形に・・・。生徒会の皆にも出演してもらいたいですね
ミレイ,楽しそうね！どんな映画？タイトルは？
ルルーシュ,タイトルですか？
ミレイ,うん
ルルーシュ,コードギアス～反逆のルルーシュ～です
Appendix.1ルルーシュ,ツンデレは最高だな
ミレイ,今日の議題はハロウィンパーティについてです！
ルルーシュ,また急ですね。ハロウィンまで一週間ですよ
ミレイ,このミレイ会長にどぉーんと任せなさい！実はもう会場の装飾と私たちの仮装服のレイアウトは決まってるのよ！これがそう
リヴァル,す、すげぇ・・・。レイアウト図がドッサリと・・・
シャーリー,会長ってホント凄いですね。今月だけでも合宿の企画と実行、バンドの練習、新メンバー歓迎会があったのにこんな事までやってたんですか
ルルーシュ,会長の企画力と行動力には本当に驚かされますね
ミレイ,モラトリアムは楽しまなきゃね！んでぇ、作業分担を決めましょう
リヴァル,どうするんすか？
ミレイ,班を分けます！買い出し班、会場の装飾班、仮装服作製班、当日のゲーム企画班、広報・事務班ね！班分けはまたくじ引きで決めましょう！
カレン,合宿に行ってからくじ引きにハマってますね
ルルーシュ,男女を無理やり組ませようとはしないか。やはり、合宿のアレは薬の効果だったんだな・・・。実際、あれからギアス騒動以前と変わらない平穏な日々だ。買い出し班か。スザクとカレンがいるなら荷物運びは大分楽になるな
カレン,スザクはともかく、あたしが居るなら荷物運びは楽ってどういうことよ！あたしは女なんですけど
ルルーシュ,おっと。口が滑ってしまった
カレン,ふんっ。サイテーね！
ミレイ,じゃあ、これから各班にやってもらう事を伝えます！
ルルーシュ,カレンもギアス騒動以前と同じでツンツンしている。あのデレっとしたカレンをもう見る事はないんだろうな。そう思うと少し残念だ
ミレイ,仮装服作製班はぁ、このレイアウト図を持って藤堂先生の所に行ってきて。藤堂先生に仮装服作製の手伝いをお願いしてきて欲しいの
アーニャ,分かった
ルルーシュ,・・・ん？何故オレは残念だと思ったんだ？
ミレイ,買い出し班は、このメモにあるものを買ってきてね！時間もないし今から行ってもらえる？
ルルーシュ,分かりました。じゃあ、早速行くか？
スザク,そうだね
カレン,えぇ。行きましょ
ルルーシュ,じゃあ、会長。行ってきます
ミレイ,お願いね！気を付けて行ってきて～
スザク,はい！。ルルーシュ、メモを見せてくれるかい？
ルルーシュ,あぁ
スザク,結構量があるね
カレン,とりあえず今日のうちに絶対買っておくべきものは生地と装飾品よね。コレが無いと他の班が作業出来ないし
ルルーシュ,そうだな
スザク,・・・！。そうだ。量が多いし別行動で買いにいこうよ
ルルーシュ,ん、そうだな。その方が効率的だな
スザク,僕は装飾品を買ってくるから二人は生地を買ってきてくれるかい？
ルルーシュ,一人で大丈夫か？
スザク,うん
カレン,か、勝手に決めないでよ！
ルルーシュ,イヤなのか？
カレン,別にそういうわけじゃないけど・・・
スザク,じゃあ、問題ないね。メモを写メらせてくれるかい。これで良し、と。じゃあ、僕は行ってくるね
ルルーシュ,あぁ。気を付けてな
スザク,うん。君たちも頑張ってね。それじゃ！
ルルーシュ,何を頑張るんだ・・・？
カレン,あたしに聞かれても知らないわよ
ルルーシュ,・・・それもそうか。じゃあ、オレたちも生地を買いに行こう
カレン,そうね
ルルーシュ,機嫌が悪いのか？
カレン,そんな事ないわよ
ルルーシュ,そうか
カレン,・・・
ルルーシュ,・・・
カレン,せ、先週・・・
ルルーシュ,ん？
カレン,あたしがアンタに言った事・・・全部ウソだから！アンタをからかっただけだから！
ルルーシュ,・・・だろうな。普段のお前では考え付かないような言動だったからな。会長命令だったのか？
カレン,そ、そうよ。ドッキリ企画ってやつよ！だから、勘違いしないで！あたしはアンタの事なんとも思ってないから！
ルルーシュ,はいはい
カレン,分かればいいの
ルルーシュ,でも残念だな・・・
カレン,え？
ルルーシュ,生地はあそこの店で売ってるんだよな。入るぞ
カレン,いま何て・・・
ルルーシュ,ん？どうかしたか
カレン,・・・別に。さっさと買って、さっさと帰りましょう
ルルーシュ,あぁ
スザク,生徒会室用の装飾品はこれでよしっと。次は学園の建物用だね。今頃ルルーシュとカレンはうまくいってるかな？。これで二人の仲が進展すれば良いんだけど・・・。・・・え？ウザさに定評のある僕が何であんな気の利く行動を取ったかって？。僕も大人になったっていうことだよ。ユフィのお蔭でね。あ、ユフィと何があったかは皆には内緒だよ？。ノロケ話や自慢話になっちゃうからね、はは
*,しんくぅー。あの人は何故独りで喋りながらニヤニヤしているのですか？。見てはいけません！バカがうつります！
ルルーシュ,あとは、この綿もだな。これはカレンの仮装服用みたいだぞ
カレン,それ何に使うの？
ルルーシュ,察するにバニースーツのしっぽだな
